,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,target
125,1.641,1.719,8.045,5.371,89.75,3.251,2.681,1.444,684.5,1.066,5.764,1.685,17.18,1.231,9.155,14.92,1.504,2.523,846,12.67,7.911,609.1,1.132,6.609,5.361,14.06,25.34,1.273,1
126,1.506,1.942,1.009,6.836,59.82,1.406,271,2.713,439.6,1.333,6.959,1.247,18.32,1.049,6.565,12.02,5.079,2.454,1.144,30.48,5.052,278.6,2.348,8.136,5.956,9.436,25.02,8.982,1
127,1.859,1.449,1.016,5.251,75.21,2.157,42,2.671,550.6,155,6.461,8.745,20.02,2.964,5.298,13.35,2.067,3.206,2.758,15.34,812,416.2,184,895,9.453,11.67,28.81,1.727,1
128,1.845,1.916,778,4.359,70.79,6.434,4.967,2.534,470.9,9.994,5.828,1.647,33.81,6.885,3.419,12.36,2.239,2.911,2.318,15.46,3.002,386.8,3.223,7.307,3.574,11.22,41.78,6.813,1
129,1.495,1.694,9.686,7.257,106.6,4.835,5.862,2.001,1009,1.338,5.593,1.439,18.29,1.679,1.033,18.13,3.389,2.394,1.663,33.58,9.123,838.1,1.832,6.469,8.468,16.5,25.45,1.805,1
130,1.528,2.043,7.436,5.783,79.42,5.449,1.194,1.058,585.7,9.293,5.185,9.527,18.07,4.327,3.617,13.72,3.511,2.233,3.581,28.3,1.635,491.9,7.929,5.521,265,12.54,20.98,4.693,1
131,1.339,1.359,1.051,6.578,74.72,26,3.592,3.707,546.7,1.271,5.945,2.508,16.67,1.028,1.307,13.33,4.489,1.712,1.046,34.37,6.968,423.6,2.662,7.343,6.095,11.71,25.48,138,1
132,1.562,1.561,8.675,7.295,85.98,351,1.085,323,689.1,1.351,602,7.884,20.74,3.549,1.254,14.8,3.152,2.563,4.504,27.4,1.181,536.9,4.615,8.174,1.089,13.14,25.46,3.179,1
133,1.954,222,1.194,1.262,71.25,4.268,4.063,8.313,411.1,1.662,7.976,01.03,17.12,2.031,1.285,11.69,1.779,278,1.256,12.3,9.514,366.5,18,1.168,1.071,11.06,20.74,2.348,1
134,2.678,5.628,1.091,5.427,78.99,7.415,1.659,4.635,591.7,1.385,7.371,1.426,16.58,4.092,1.843,13.74,3.197,5.774,4.504,24.72,1.865,432,4.649,103,0.17,11.8,26.38,3.633,0
135,1.979,1.503,9.586,7.514,78.54,4.107,4.187,3.338,638.4,1.429,6.013,1.326,19.56,2.042,114,14.44,3.534,2.668,1.377,27.24,108,461,1.401,8.174,8.087,12.23,28.36,1.779,1
136,2.079,1.972,9.723,5.969,76.95,1.863,4.151,2.607,567.9,1.377,5.968,1.255,15.65,2.003,7.027,13.67,2.271,3.379,2.267,16.16,7.632,443.3,2.007,7.924,7.165,12,24.9,1.812,1
137,1.714,4.077,8.757,7.762,96.03,6.602,1.362,2.286,767.3,9.983,7.192,1.77,19.73,2.472,2.771,15.77,8.811,2.272,222,77.11,1.021,651,996,8.799,1.676,14.41,22.13,1.064,1
138,1.778,2.104,8.677,5.324,83.74,3.088,4.894,1.887,643.8,1.312,6.235,7.712,15.92,2.548,7.584,14.48,2.143,3.549,209,16.64,1.012,512.2,151,8.118,9.509,12.9,21.82,1.563,1
139,2.003,188,7.987,5.296,70.67,2.074,3.546,1.941,447.1,1.095,6.246,1.031,14.93,1.982,696,12.09,1.642,3.202,1.553,11.68,6.754,372.7,1.723,7.287,7.079,11.04,20.83,1.903,1
140,1.832,1.617,1.012,7.974,121.3,9.183,1.491,5.255,1600,1.412,6.697,1.045,17.52,3.089,1.573,22.75,7.923,251,3.533,95.77,1.663,1068,4.435,9.445,1.317,18.49,22.88,3.214,0
141,2.128,1.743,1.158,6.532,85.98,734,1.226,3.643,759.4,1.786,6.777,8.937,18.66,4.166,1.215,15.67,2.871,0.39,5.006,24.25,2.088,534.6,2.905,1.179,1.231,13.17,27.95,2.336,0
142,1.922,3.504,9.688,747,69.28,2.642,6.387,3.318,424.8,1.213,6.491,1.197,18.95,2.515,1.365,11.88,4.505,294,1.916,27.1,7.926,346.4,3.354,7.587,1.147,10.6,22.94,3.581,1
143,158,2.669,7.551,6.011,82.63,1.867,6.126,7.731,645.8,9.402,6.114,1.798,21.37,1.936,1.341,14.4,4.993,2.488,1.838,41.24,5.601,514.5,5.175,8.151,8.316,12.85,27.01,448,1
144,1.879,1.462,9.752,8.005,94.48,5.839,9.388,4.452,826.4,1.431,639,1.851,19.77,3.026,1.424,16.33,2.895,2.718,3.194,26.85,1.565,642.5,3.321,9.353,1.141,14.42,30.86,2.895,0
145,1.694,3.373,8.749,4.571,82.02,2.864,3.112,5.875,579.5,9.388,6.287,1.748,21.41,8.978,1.757,13.75,7.311,2.179,5.186,53.65,4.773,507.4,2.176,6.871,6.601,12.77,23.5,179,1
146,1.794,1.369,9.463,4.314,119.6,74,1.127,2.179,1606,1.442,5.742,7.732,19.98,2.576,1.039,22.88,4.467,3.063,3.784,53.91,1.932,1040,2.254,8.368,109,18.25,27.66,1.382,0
147,1.683,209,9.752,1.011,54.34,7.799,2.061,2.788,274.9,1.733,7.187,5.796,11.79,1.239,5.742,9.507,1.559,322,1.168,8.322,4.419,224.5,1.981,9.026,5.272,8.618,15.4,1.055,1
148,159,2.254,9.831,7.962,81.37,2.864,3.653,1.906,554.9,1.296,5.653,8.732,16.49,7.061,8.662,13.46,2.368,2.383,1.039,18.33,5.882,502.5,1.585,641,5.234,12.78,19.76,5.612,1
149,1.935,1.772,1.025,4.766,102.6,6.462,1.147,3.131,1088,1.552,6.303,9.209,20.25,448,8.637,19.56,3.473,3.993,3.976,32.19,1.479,761.3,2.384,1.064,1.204,15.75,30.29,2.374,0
150,1.856,191,1.101,3.818,94.28,5.778,8.842,2.808,745.5,1.313,6.402,857,10.89,1.788,12,15.7,2.929,2.889,256,24.19,1.221,640.7,2.882,8.006,1.099,14.5,15.98,1.276,1
151,1.584,3.281,1.037,1.385,62.5,1.778,4.334,4.638,367,1.467,7.065,1.424,16.99,1.765,1.023,11.05,403,2.533,0.13,22.87,5.334,290.2,2.722,8.468,8.404,9.777,21.47,2.932,1
152,1.842,2.008,971,5.771,103.6,6.606,9.954,4.144,1299,1.396,6.082,9.849,17.89,5.609,1.282,20.42,5.058,3.792,3.965,54.16,181,781,2.791,1.048,1.292,15.78,27.28,4.061,0
153,1.943,2.801,1.158,9.702,81.25,3.279,5.928,248,552,158,6.612,1.095,16.32,1.751,1.161,13.57,2.577,3.155,1.889,18.49,8.411,476.3,2.575,7.538,1.085,12.54,21.4,1.567,1
154,1.598,1.835,1.073,6.587,75.89,444,5.282,2.318,552.3,1.349,6.677,1.907,17.56,1.854,1.316,13.5,4.384,2.478,1.366,30.66,101,422.9,1.737,7.757,9.713,11.75,27.98,1.815,1
155,1.867,1.144,9.726,4.493,111.6,6.527,9.061,1.575,1436,1.558,558,7.383,22.07,2.567,9.875,21.58,4.203,3.216,3.889,45.42,1.984,928.3,2.048,757,8.995,17.19,29.33,1.206,0
156,1.735,187,9.879,2.887,83.18,239,3.296,1.972,580.9,1.172,62,905,16.17,1.958,7.308,13.86,1.458,3.297,181,11.36,8.388,507.6,1.613,7.834,8.836,12.94,23.02,1.285,1
157,1.464,1.454,9.087,4.911,78.29,1.527,2.916,1.858,547.4,1.208,6.284,1.19,18.03,2.279,5.161,13.34,2.194,2.406,162,16.26,569,455.3,1.397,7.729,7.838,12.16,27.87,1.666,1
158,1.537,208,9.929,7.256,91.38,4.304,4.462,5.304,706.7,1.241,6.171,1.492,27.15,2.264,1.626,15.3,3.645,225,1.326,29.84,1.048,600.4,2.071,8.321,1.126,14.05,33.17,2.678,1
159,1.927,1.527,1.071,582,114.2,7.944,1.692,6.299,1681,1.585,6.487,1.041,24.52,7.394,1.127,23.32,5.907,3.313,6.566,69.47,1.899,929.4,4.252,1.339,183,17.2,33.82,5.616,0
160,2.075,2.418,9.444,9.369,94.25,4.938,1.204,3.249,808.9,1.306,5.636,2.22,21.46,1.976,1.761,16.21,4.204,302,3.349,38.87,1.225,648.2,5.371,6.846,9.947,14.48,29.25,2.983,0
161,1.718,3.139,1.007,7.831,75.27,1.553,2.353,1.988,489.5,1.356,578,1.926,17.39,0.1,624,12.57,1.859,0.32,8.803,14.47,4.306,428.9,1.556,6.576,5.562,11.81,26.48,8.776,1
162,2.116,2.427,1.132,5.508,95.77,7.064,9.966,4.841,803.6,1.277,6.346,7.372,15.24,3.089,1.623,16.34,5.115,3.151,2.604,42.76,1.397,651.9,4.436,8.473,1.339,14.64,18.24,4.412,1
163,2.001,2.353,115,9.006,99.58,8.534,1.138,4.984,762.6,1.386,6.467,1.068,16.39,2.883,2.258,16.11,4.309,259,196,39.84,1.423,674.5,3.204,7.779,1.807,15.1,18.33,4.185,1
164,1.794,1.682,9.831,6.627,109.3,8.866,1.793,4.584,981.2,1.415,6.323,1.284,20.11,4.667,1.813,17.79,3.037,3.054,5.862,31.59,2.035,832.9,5.371,9.519,1.556,16.46,28.45,4.094,0
165,1.769,1.367,9.469,4.551,135.7,8.646,1.367,2.299,3432,1.401,5.674,1.617,31.12,2.644,928,32.49,1.172,2.868,3.442,199.7,1.659,1419,2.143,8.218,1.143,20.73,47.16,1.478,0
166,2.151,2.773,1.026,9.197,109.8,9.194,2.236,6.355,939.7,1.377,6.578,9.857,19.51,4.462,2.215,17.39,3.147,3.318,5.897,33.12,1.775,815.8,8.079,9.136,1.893,16.25,23.05,547,0
167,2.384,5.113,1.075,797,94.37,6.618,1.981,1.172,762.4,1.533,7.542,2.11,23.12,9.327,1.666,15.74,286,5.166,8.488,31.72,1.772,609.9,1.166,1.446,2.413,14.22,37.18,1.354,0
168,1.876,1.388,1.066,4.563,108.8,9.052,1.948,4.081,1031,1.365,6.684,9.173,18.77,4.706,1.209,18.55,2.873,277,5.026,28.09,1.732,805.1,3.872,1.063,1.802,16.24,25.09,3.481,0
169,1.792,1.818,8.268,5.212,88.27,2.471,4.249,4.868,657,1.275,5.897,5.417,15.15,3.104,8.356,14.54,1.402,3.387,2.569,11.35,1.054,580.6,2.443,9.638,7.548,13.66,19.64,2.984,1
170,1.801,1.565,1.142,854,75.17,3.485,707,384,521.7,1.688,652,1.657,18.33,266,1.398,13.14,306,2.806,2.873,20.62,1.218,412.5,2.945,9.097,1.017,11.64,29.26,231,1
171,1.375,1.564,9.245,5.841,86.34,3.264,2.819,2.985,705.6,1.172,6.016,1.924,30.72,1.421,9.128,15.05,3.408,2.196,7.003,28.93,7.763,557.2,7.936,7.675,7.426,13.38,41.61,1.246,1
172,1.601,1.096,8.872,6.175,76.14,1.796,2.606,1.857,589.5,1.374,5.541,1.045,10.91,1.575,5.832,13.8,2.522,246,1.514,18.95,6.876,442.7,1.376,7.262,5.242,11.93,20.14,1.204,1
173,1.386,1.069,7.355,4.481,84.74,2.648,3.261,1.435,830.6,1.006,5.318,1.153,14.76,1.238,1.082,16.36,4.057,2.027,135,36.35,1.001,551.7,1.358,6.206,5.055,13.27,22.35,1.038,1
174,1.454,1.638,8.473,4.242,96.39,3.736,1.029,4.406,733.5,1.026,6.147,1.108,22.68,3.171,1.606,15.48,2.254,2.258,3.662,19.54,1.105,657.1,6.578,8.004,133,14.59,27.27,4.639,1
175,1.516,1.897,9.774,6.905,74.68,3.239,3.809,1.671,521.5,1.323,6.095,7.655,17.19,104,1.185,13.01,2.451,2.572,1.521,17.86,1.099,420.3,1.978,7.097,6.141,11.71,21.39,8.704,1
176,1.365,148,7.376,3.338,85.69,4.419,2.758,1.566,698.7,9.023,5.335,6.864,,5.836,3.242,14.97,2.244,2.267,1.379,20.39,221,566.2,203,6.192,3.614,13.5,16.94,3.746,1
177,1.811,2.187,1.054,0.01,81.47,2.799,7.741,6.005,515.8,145,7.102,1.46,17.68,2.629,1.167,12.88,1.767,2.556,2.403,15.43,737,467.8,4.861,9.359,1.316,12.4,22.91,3.295,1
178,2.035,286,1.082,7.807,85.09,5.603,9.603,5.715,591.2,1.343,6.501,1.51,18.59,2.658,1.876,14.19,3.106,3.113,2.573,21.57,1.258,512,5.112,8.317,1.304,13.05,24.85,3.932,1
179,1.506,1.594,8.968,609,115.1,7.488,1.036,2.658,1239,1.381,5.491,8.282,19.32,342,1.345,20.42,3.971,2.928,3.508,40.73,1.939,951.6,2.713,7.867,1.198,17.54,25.84,2.569,0
180,1.631,1.054,9.277,3.828,87.76,188,1.752,1.697,773.4,1.264,6.155,4.801,16.33,1.564,5.077,15.85,2.047,2.806,1.206,17.25,8.704,575.5,7.078,7.782,7.255,13.68,20.2,7.228,1
181,1.844,152,7.445,3.443,108.4,2.771,515,1.519,1032,8.774,5.268,02.06,19.46,171,111,18.22,4.789,2.527,1.882,46.61,8.436,880.2,3.056,5.972,7.223,16.84,28.07,2.661,1
182,2.397,2.324,1.178,6.522,140.1,152,3.514,6.185,1821,165,7.016,1.595,29.33,8.681,1.664,25.74,726,4.087,9.387,86.22,265,1265,7.117,124,277,20.6,39.42,6.158,0
183,1.829,1.853,7.941,5.298,82.53,2.377,3.873,2.152,600.6,1.097,5.667,9.086,16.33,1.506,842,13.88,1.942,3.024,1.764,15.75,8.235,516.4,2.321,6.949,5.366,12.91,22,1.587,1
184,2.085,2.018,112,8.198,102.9,8.481,1.522,5.815,1748,1.517,6.864,1.213,21.08,4.002,2.139,23.17,1.37,3.003,4.211,176.5,2.134,803.1,4.493,1.048,1.571,15.5,27.65,3.889,0
185,2.252,1.454,1.054,4.452,97.41,8.783,1.425,3.711,896.9,1.525,6.924,9.832,21.53,6.643,1.352,17.62,2.545,4.264,5.539,21.05,2.701,644.8,2.681,1.275,1.868,14.58,33.21,3.055,0
186,155,193,8.923,7.571,120.9,5.843,802,1.676,1236,1.243,4.996,828,19.98,116,1.463,19.96,3.283,2.567,221,36.74,1.294,1102,2.623,5.737,5.884,18.81,24.3,1.114,0
187,1.903,2.277,925,604,61.24,0,0,322,342.9,1.234,6.422,496,11.97,7.204,0,10.62,1.988,3.105,0,12.26,0,288.5,0,8.151,4.102,9.738,14.1,5.656,1
188,1.607,1.647,7.026,3.728,88.37,8.507,2.045,197,745.3,8.484,5.474,6.218,16.16,1.233,7.016,15.51,2.541,2.542,1.091,23.12,4.537,596.6,1.988,6.623,4.831,13.88,19.97,1.415,1
189,1.815,1.829,8.582,5.498,85.24,2.424,3.344,1.956,621.2,114,5.696,1.539,21.57,1.667,6.399,14.2,2.621,2.637,1.212,20.98,5.614,546.1,1.795,6.658,6.373,13.3,29.2,2.045,1
190,1.579,1.062,7.991,3.704,88.73,207,2.995,2.217,830.5,1.064,5.594,9.264,19.24,1.415,6.275,16.41,3.316,2.356,1.673,28.41,815,602.9,153,7.603,5.326,13.9,26.42,1.082,1
191,1.514,1.365,7.903,5.169,81.35,2.036,5.438,3.407,624,1.227,6.019,1.066,23.97,3.454,8.691,14.2,2.449,2.826,3.911,18.51,118,496.4,3.016,9.585,7.529,12.62,31.31,2.294,1
192,1.948,1.536,1.169,6.697,106.9,8.488,1.478,2.789,1121,159,6.277,1.232,20.71,2.947,1.392,19.28,4.375,3.103,3.597,44.41,1.583,813.7,3.248,82,1.319,16.27,30.38,2.083,0
193,1.669,388,9.699,1.286,64.6,3.716,1.307,1.792,390.2,1.301,8.116,2.261,18.06,295,246,11.26,4.311,2.614,3.486,27.48,991,302.4,1.197,1.162,1.294,9.904,24.39,8.808,1
194,1.976,1.715,1.248,1.004,90.31,6.615,101,5.528,653.3,1.394,6.457,2.635,13.17,1.364,2.853,14.62,5.461,216,1.559,44.74,1.015,594.2,4.763,7.253,9.755,13.94,15.38,3.247,1
195,1.203,247,6.935,5.042,78.75,2.978,7.943,7.358,488.4,8.799,6.659,1.434,22.72,3.214,1.667,12.57,1.194,2.191,2.912,9.549,1.092,447.8,4.305,9.349,1.073,12.05,28.71,456,1
196,1.585,1.647,9.055,7.499,81.72,2.704,4.711,2.629,653.6,1.419,6.065,1.38,22.47,1.523,892,14.49,2.367,2.829,2.177,19.87,9.331,506.3,2.332,8.067,5.761,12.77,33.37,1.202,0
197,2.175,3.197,9.742,5.635,109,8.773,1.811,4.085,1165,1.415,6.218,1.022,23.29,4.665,1.656,19.38,4.312,4.824,7.087,45.5,2.248,840.4,6.072,9.614,1.497,16.35,31.03,3.917,0
198,1.647,212,1.024,1.052,98,6.553,1.235,4.867,1050,166,6.464,1.506,25.74,2.356,1.746,18.51,6.534,2.654,4.029,63.37,1.526,716.6,4.912,9.438,9.769,15.08,33.22,2.431,0
199,1.834,2.292,9.345,638,73.28,2.069,2.638,1.461,508.9,1.183,5.934,8.429,18.45,1.049,9.175,12.97,3.927,274,8.105,26.99,6.544,407.4,1.245,6.487,5.991,11.5,22.46,1.065,1
200,1.874,2.632,7.351,3.629,84.18,1.883,4.057,3.705,621.9,9.329,5.899,1.299,18.29,2.318,1.065,14.13,2.357,3.207,1.604,20.21,6.608,525.2,3.452,7.247,7.899,12.96,24.61,3.713,1
201,1.571,1.276,9.446,6.211,134.8,8.941,1.527,1.711,1946,1.562,5.478,6.575,17.35,3.055,1.232,25.37,6.137,2.689,4.159,77.02,2.112,1335,2.681,7.055,1.076,20.64,23.17,1.895,0
202,1.707,1.414,6.995,5.356,92.25,1.737,3.476,1.892,734.6,1.017,5.433,9.112,26.99,146,637,15.4,2.315,2.345,1.472,20.52,5.563,646.1,1.971,6.464,5.223,14.4,31.98,1.679,1
203,1.925,1.547,1.398,7.162,87.21,9.601,2.071,7.098,827.2,1.862,7.692,9.238,15.56,4.099,1.388,16.31,3.908,3.147,6.376,34.66,1.986,530.2,5.473,1.405,1.765,13.11,22.4,2.912,0
204,1.872,2.068,8.837,7.138,95.81,389,1.009,6.111,808.9,134,6.341,1.079,24.99,4.202,1.162,16.22,2.542,3.187,404,23.11,1.205,656.4,3.829,1.023,123,14.47,31.73,4.653,1
205,2.108,2.747,8.999,6.717,114.4,7.507,9.697,5.838,1295,1.134,5.464,1.633,22.13,2.867,2.149,20.39,8.348,3.067,2.298,90.94,1.528,947.8,4.638,7.484,1.273,17.29,27.24,5.981,0
206,1.727,1.829,1.119,6.455,111.8,9.934,1.508,3.733,1362,1.449,6.071,2.129,21,2.053,1.744,20.99,8.161,2.623,392,87.17,1.827,918.6,4.502,7.599,1.056,17.06,33.15,1.797,0
207,1.387,1.824,9.492,8.732,63,2.416,233,3.494,376.5,1.419,6.891,1.216,15.68,2.243,6.801,11.24,2.498,2.502,8.434,15.24,6.528,293.2,1.062,9.209,8.419,9.847,22.99,2.042,1
208,1.995,1.468,1.121,6.048,110,917,1.525,2.801,2215,1.805,633,9.017,21.38,3.578,113,26.46,8.068,3.613,4.695,102.6,2.095,904.6,2.741,9.564,1.457,16.65,31.56,1.882,0
209,1.601,1.526,8.284,4.929,86.87,2.833,101,8.133,733.5,1.201,6.432,8.135,20.13,5.646,1.368,15.44,281,2.845,6.556,23.81,1.357,542.9,7.683,1.249,1.223,13.24,25.5,6.657,1
210,1.902,1.435,102,7.392,126.2,9.664,1.921,3.446,1724,1.782,622,1.001,26.6,3.841,1.293,23.72,6.361,3.258,5.754,69.65,1.872,1138,3.988,972,1.453,19.16,35.9,2.449,0
211,1.551,1.879,1.012,1.134,79.85,2.822,537,5.348,553,1.452,6.761,1.656,22.22,2.338,1.135,13.58,2.949,2.268,1.688,21.55,8.194,464.5,3.125,9.082,1.015,12.34,28.68,3.175,1
212,1.689,1.129,9.003,3.681,78.94,2.647,2.958,1.366,564.9,1.292,5.808,4.957,12.27,2.074,574,13.61,1.166,311,1.791,8.955,107,468.5,8.732,7.592,6.307,12.34,19.27,9.169,1
213,1.618,1.547,9.597,4.626,101.2,5.189,6.593,243,1269,1.414,5.549,1.15,20.31,3.547,9.767,20.11,3.699,3.437,2.902,40.98,1.541,766.6,1.954,8.631,8.799,15.7,32.82,2.263,0
214,1.539,1.897,8.276,8.835,81.35,1.499,1.997,1.726,594.7,1.234,5.637,1.367,29.43,1.064,9.305,13.87,2.409,2.407,8.653,18.76,6.498,507.9,1.328,6.484,4.234,12.77,36,1.233,1
215,1.861,1.212,1.007,4.474,70.41,1.571,5.115,4.672,433.1,1.332,6.837,538,15.62,3.898,6.691,11.94,1.482,2.581,3.365,9.597,7.966,358.9,2.757,108,1.069,10.88,19.35,3.093,1
216,1.779,1.838,1.042,6.715,80.64,288,5.892,6.884,600.5,1.427,6.588,873,17.48,3.593,1.051,14.18,2.608,2.819,3.206,19.2,9.804,462.9,4.757,1.118,1.297,12.39,23.13,3.705,1
217,2.459,2.734,1.158,58,77.23,1.787,1.171,3.114,496.2,1.293,6.581,01.05,14.96,1.885,1.052,12.81,361,3.124,3.122,26.65,4.766,426.7,7.816,759,1.206,11.95,17.72,2.417,1
218,2.403,2.572,1.291,134,87.91,6.556,6.877,6.164,605.5,1.451,6.641,1.014,10.94,1.379,8.239,14.08,4.101,271,8.539,32.65,7.407,559.2,1.162,7.191,1.047,13.53,12.49,2.839,1
219,1.885,198,9.779,8.462,87.46,4.781,6.664,23,711.2,144,5.766,7.886,14.36,1.773,1.315,15.11,2.699,2.977,239,23.56,1.288,566.3,2.387,7.259,8.129,13.54,19.26,146,1
220,1.861,2.223,9.136,591,82.67,209,1.797,2.378,626.9,1.214,6.347,7.693,19.54,1.652,6.502,14.45,3.665,3.313,7.127,26.5,6.384,509.2,7.066,7.735,7.883,12.87,24.38,1.362,1
221,1.596,1.266,876,5.501,84.95,398,1.374,7.555,639.1,1.254,6.409,4.402,14.11,5.849,137,14.39,2.025,2.639,7.727,16.35,1.561,512.2,8.158,1.178,1.346,12.89,17.7,5.592,1
222,1.944,1.906,8.515,4.449,97.53,3.876,6.859,4.015,867.1,1.077,5.913,1.336,22.11,3.345,1.196,16.76,3.186,3.163,3.114,28.51,1.308,693.7,3.312,9.251,1.025,14.99,31.55,2.808,1
223,1.809,1.226,9.812,486,113.4,8.811,1.417,2.759,1408,1.365,5.966,8.561,39.28,3.735,1.374,22.51,5.366,2.853,3.241,49,2.066,920.6,2.602,8.496,1.298,17.46,44.87,2.785,0
224,1.615,1.745,8.437,7.334,76.77,1.945,4.055,4.302,523.7,1.208,6.104,1.705,28.23,1.856,9.166,13.09,1.912,2.447,1.811,13.86,7.116,442.5,2.941,8.194,645,12,37.88,2.589,1
225,1.555,1.982,8.386,718,76.66,8.488,751,2.754,562.6,1.289,6.048,1.152,18.9,1.352,5.495,13.64,243,288,4.506,18.02,5.093,445.3,5.832,8.083,5.794,12.06,27.06,1.096,1
226,2.095,2.657,9.078,6.016,132.4,8.683,1.465,4.411,1750,119,5.649,1.509,23.03,3.539,1.269,24.22,7.576,3.689,4.098,87.87,1.573,1264,4.232,8.368,1.313,20.26,31.59,3.482,0
227,1.793,2.045,9.898,874,111.2,6.431,1.007,4.417,1648,0.16,6.281,1.152,27.15,2.444,1.458,22.96,9.291,301,2.639,115.2,1.555,930.9,2.721,906,111,17.08,34.49,2.219,0
228,1.703,2.538,,1.439,63.76,2.404,1.597,347,437,1.521,6.048,1.268,15.11,1.019,2.404,11.87,4.245,2.933,692,26.43,1.042,317.5,1.597,7.697,4.695,10.08,21.18,12,1
229,2.743,4.183,1.134,7.514,64.55,129,1.084,5.953,368.6,1.275,696,1.441,14.88,9.866,8.193,11.02,5.158,3.557,2.168,34.62,2.579,311.9,7.665,802,8.061,10.17,17.45,1.099,1
230,2.057,2.632,1.255,2.177,64.12,7.038,1.188,1.148,328.1,2.006,9.575,1.39,13.14,3.663,145,10.6,2.744,2.848,2.913,17.67,1.075,272.5,5.189,1.364,2.204,9.676,18.04,4.888,1
231,2.092,2.674,1.148,3.899,120.3,106,1.772,5.126,1321,128,631,1.593,18.7,2.297,9.222,20.6,8.337,3.021,2.623,98.81,1.325,1033,2.817,7.987,1.485,18.22,24.13,2.961,0
232,135,1.801,1.024,1.113,62.11,7.937,6.829,5.667,366.1,1.316,689,2.043,19.94,9.473,525,10.92,335,1.934,2.049,20.05,2.381,294.5,5.308,8.988,5.301,9.787,26.29,1.463,1
233,1.638,1.374,9.667,6.064,81.78,1.924,1.288,1.392,553.7,1.298,61,6.931,13.78,1.472,7.978,13.5,1.807,2.369,5.233,13.38,6.343,492.1,6.564,6.922,8.393,12.72,17.48,118,1
234,2.183,2.007,1.064,6.248,124.8,1.244,2.319,456,1670,1.491,6.197,1.466,25.11,4.257,1.158,23.15,8.307,3.444,6.133,105,1.848,1088,5.196,9.782,1.887,18.63,34.01,3.374,0
235,1.388,1.488,9.261,82,74.52,4.105,1.112,4.738,474.2,1.298,657,2.904,23.93,2.517,1.267,12.48,2.388,2.112,363,16.97,9.653,403.5,5.738,8.732,1.021,11.51,37.16,2.982,1
236,1.869,1.537,6.883,3.653,71.76,3.125,1.633,2.052,452.3,9.203,5.628,8.927,27.08,1.432,3.125,12.08,121,2.849,1.089,8.605,2.083,395.7,1.633,7.087,3.813,11.32,33.75,1.647,1
237,1.714,1.718,1.077,5.158,70.92,248,3.046,2.198,471.4,1.369,634,1.387,16.83,1.482,7.483,12.41,1.967,2.998,1.067,13.54,7.431,373.2,1.056,7.881,7.804,11.04,26.44,9.355,1
238,1.767,1.415,8.523,5.524,127.5,6.772,1.114,3.397,1688,1.322,5.529,1.073,22.49,5.601,1.221,23.36,4.357,3.193,3.865,54.22,1.708,1148,2.706,9.221,1.428,19.18,32.06,3.698,0
239,1.995,3.127,1.152,1.017,78.11,3.003,371,9.423,509.6,1.424,7.839,6.538,14.65,2.517,111,13.15,3.962,2.727,942,25.03,6.042,432.8,2.789,1.036,1.296,11.9,16.51,4.741,1
240,1.912,1.873,9.751,4.577,94.15,4.223,8.007,3.373,862.1,1.294,6.412,7.706,16.54,3.371,1.243,16.67,3.491,3.053,3.755,32.14,1.414,641.2,384,8.764,1.139,14.42,21.51,3.053,1
241,1.709,1.816,1.218,5.273,84.45,5.303,4.825,3.299,674.7,1.456,7.253,1.169,18.22,2.961,1.244,15.05,4.426,2.582,1.246,34.37,1.096,493.1,1.405,8.893,1.661,12.88,24.37,2.329,1
242,1.489,1.516,8.915,8.565,71.73,3.613,9.457,4.976,476.4,1.391,664,1.376,17.2,4.082,1.768,12.36,2.574,254,4.779,18.15,1.555,371.5,643,9.532,1.113,10.97,26.87,4.638,1
243,1.641,1.759,1.076,5.704,82.69,5.074,8.017,3.563,633.7,1.533,6.854,6.332,18.17,3.842,1.032,14.38,2.324,323,3.582,18.4,1.407,485.6,2.636,1.033,1.334,12.65,22.15,2.502,1
244,1.422,1.208,7.115,5.919,86.1,28,8.092,4.076,632.1,1.025,5.823,1.14,16.39,2.531,1.038,14.26,1.639,2.048,3.308,14.66,8.978,553.5,4.957,7.628,7.325,13.37,22.75,327,1
245,1.515,1.924,8.421,3.634,95.5,1.939,1.947,152,782.1,1.045,5.266,1.065,19.76,9.995,6.432,15.98,184,2.646,775,16.64,5.754,690.2,8.268,6.085,5.352,14.97,25.82,7.983,1
246,1.546,172,7.926,3.265,78.61,1.108,1.053,136,543.4,1.037,5.754,6.745,15.04,7.776,3.762,13.2,1.153,2.901,6.243,9.006,4.052,476.5,6.493,6.783,3.393,12.42,20.37,493,1
247,1.526,1.536,8.928,3.796,80.45,2.369,3.609,1.541,607.3,1.276,6.046,781,17.31,2.506,7.096,14.06,1.532,3.035,2.028,11.91,1.053,480.1,1.346,7.661,763,12.47,24.34,1.371,1
248,2.061,1.697,1.084,765,186.9,1.689,3.635,4.558,4254,1.357,5.623,1.306,26.27,4.256,2.598,36.04,2.547,2.641,6.833,542.2,2.625,2501,8.055,7.427,1.988,27.42,31.37,5.374,0
249,1.473,1.394,8.388,4.147,94.25,2.925,8.817,2.327,830.5,1.089,5.746,1.354,19.34,2.649,8.848,16.3,2.535,2.471,3.779,23.04,9.594,659.7,3.379,7.463,78,14.53,28.39,2.048,1
