
unix,date,symbol,open,high,low,close,Volume 1INCH,Volume USD
1676826000000,2023-02-19 17:00:00,1INCH/USD,0.5765,0.5798,0.5667,0.5716,1809.647298,1034.3943955368
1676822400000,2023-02-19 16:00:00,1INCH/USD,0.5949,0.61,0.5739,0.5765,10401.554559,5996.4962032635
1676818800000,2023-02-19 15:00:00,1INCH/USD,0.5956,0.5957,0.5894,0.5949,1232.658383,733.3084720467
1676815200000,2023-02-19 14:00:00,1INCH/USD,0.5841,0.5994,0.5841,0.5956,2126.609337,1266.6085211171999
1676811600000,2023-02-19 13:00:00,1INCH/USD,0.5836,0.5881,0.5832,0.5841,699.843558,408.7786222278
1676808000000,2023-02-19 12:00:00,1INCH/USD,0.5816,0.5836,0.58,0.5836,417.850965,243.85782317399998
1676804400000,2023-02-19 11:00:00,1INCH/USD,0.5755,0.5816,0.5755,0.5816,589.806583,343.03150867280004
1676800800000,2023-02-19 10:00:00,1INCH/USD,0.5719,0.5783,0.5712,0.5755,139.755043,80.4290272465
1676797200000,2023-02-19 09:00:00,1INCH/USD,0.572,0.572,0.5719,0.5719,3.04036,1.738781884
1676793600000,2023-02-19 08:00:00,1INCH/USD,0.5719,0.5724,0.5719,0.572,4.984789,2.8512993079999998
1676790000000,2023-02-19 07:00:00,1INCH/USD,0.572,0.5748,0.5719,0.5719,6.698011,3.8305924909
1676786400000,2023-02-19 06:00:00,1INCH/USD,0.5724,0.5748,0.5719,0.572,10.336346,5.912389912
1676782800000,2023-02-19 05:00:00,1INCH/USD,0.5713,0.5748,0.5712,0.5724,72.971106,41.76866107440001
1676779200000,2023-02-19 04:00:00,1INCH/USD,0.5712,0.5713,0.5686,0.5713,2.441218,1.3946678434000002
1676775600000,2023-02-19 03:00:00,1INCH/USD,0.5711,0.5738,0.5694,0.5712,109.077163,62.3048755056
1676772000000,2023-02-19 02:00:00,1INCH/USD,0.5719,0.5739,0.5711,0.5711,3.484098,1.9897683678000002
1676768400000,2023-02-19 01:00:00,1INCH/USD,0.5754,0.5765,0.5711,0.5719,175.980721,100.64337433989999
1676764800000,2023-02-19 00:00:00,1INCH/USD,0.572,0.5754,0.5719,0.5754,190.405173,109.5591365442
1676761200000,2023-02-18 23:00:00,1INCH/USD,0.5741,0.5748,0.5719,0.572,11.311086,6.469941191999999
1676757600000,2023-02-18 22:00:00,1INCH/USD,0.5702,0.5748,0.5702,0.5741,689.370719,395.76772977790006
1676754000000,2023-02-18 21:00:00,1INCH/USD,0.568,0.573,0.5673,0.5702,351.714457,200.54758338140002
1676750400000,2023-02-18 20:00:00,1INCH/USD,0.5712,0.5712,0.5675,0.568,218.151872,123.91026329599998
1676746800000,2023-02-18 19:00:00,1INCH/USD,0.5764,0.5764,0.5694,0.5712,404.997555,231.334603416
1676743200000,2023-02-18 18:00:00,1INCH/USD,0.5763,0.5789,0.5745,0.5764,51.790999,29.8523318236
1676739600000,2023-02-18 17:00:00,1INCH/USD,0.579,0.579,0.5763,0.5763,23.304904,13.4306161752
1676736000000,2023-02-18 16:00:00,1INCH/USD,0.5773,0.5795,0.5756,0.579,57.697484,33.406843236
1676732400000,2023-02-18 15:00:00,1INCH/USD,0.5747,0.5783,0.5745,0.5773,42.72543,24.665390739000003
1676728800000,2023-02-18 14:00:00,1INCH/USD,0.5711,0.5773,0.5711,0.5747,401.31453,230.63546039099998
1676725200000,2023-02-18 13:00:00,1INCH/USD,0.5713,0.5735,0.5686,0.5711,456.945566,260.96161274260004
1676721600000,2023-02-18 12:00:00,1INCH/USD,0.5653,0.5713,0.5627,0.5713,155.572263,88.8784338519
1676718000000,2023-02-18 11:00:00,1INCH/USD,0.5652,0.5653,0.5652,0.5653,13.375831,7.561357264300001
1676714400000,2023-02-18 10:00:00,1INCH/USD,0.5738,0.5738,0.5634,0.5652,948.380633,536.0247337716
1676710800000,2023-02-18 09:00:00,1INCH/USD,0.5738,0.5738,0.5711,0.5738,5.039614,2.8917305132
1676707200000,2023-02-18 08:00:00,1INCH/USD,0.5739,0.5739,0.5711,0.5738,78.324871,44.9428109798
1676703600000,2023-02-18 07:00:00,1INCH/USD,0.578,0.578,0.5719,0.5739,183.480474,105.29944402859999
1676700000000,2023-02-18 06:00:00,1INCH/USD,0.5772,0.5807,0.5772,0.578,201.306362,116.355077236
1676696400000,2023-02-18 05:00:00,1INCH/USD,0.5746,0.5795,0.5746,0.5772,67.74476,39.102275472
1676692800000,2023-02-18 04:00:00,1INCH/USD,0.5721,0.5774,0.5721,0.5746,102.170904,58.7074014384
1676689200000,2023-02-18 03:00:00,1INCH/USD,0.5745,0.5772,0.57,0.5721,259.989098,148.73976296580003
1676685600000,2023-02-18 02:00:00,1INCH/USD,0.5754,0.5774,0.5745,0.5745,9.779128,5.618109036
1676682000000,2023-02-18 01:00:00,1INCH/USD,0.5702,0.5774,0.5702,0.5754,219.525164,126.3147793656
1676678400000,2023-02-18 00:00:00,1INCH/USD,0.565,0.5753,0.565,0.5702,1255.675296,715.9860537792
1676674800000,2023-02-17 23:00:00,1INCH/USD,0.5661,0.5661,0.5635,0.565,8.030216,4.537072039999999
1676671200000,2023-02-17 22:00:00,1INCH/USD,0.5667,0.5667,0.5553,0.5661,1143.264565,647.2020702465
1676667600000,2023-02-17 21:00:00,1INCH/USD,0.5686,0.5726,0.5667,0.5667,610.653754,346.0574823918
1676664000000,2023-02-17 20:00:00,1INCH/USD,0.568,0.5687,0.5654,0.5686,13.708346,7.7945655356
1676660400000,2023-02-17 19:00:00,1INCH/USD,0.5642,0.57,0.5642,0.568,44071.203551,25032.443616967998
1676656800000,2023-02-17 18:00:00,1INCH/USD,0.5604,0.5666,0.56,0.5642,1963.958177,1108.0652034634002
1676653200000,2023-02-17 17:00:00,1INCH/USD,0.5549,0.5628,0.5535,0.5604,320.254833,179.47080841320002
1676649600000,2023-02-17 16:00:00,1INCH/USD,0.5569,0.5591,0.5534,0.5549,313.029162,173.69988199379998
1676646000000,2023-02-17 15:00:00,1INCH/USD,0.5536,0.5569,0.5532,0.5569,86.353288,48.0901460872
1676642400000,2023-02-17 14:00:00,1INCH/USD,0.5526,0.5569,0.5508,0.5536,495.02829,274.047661344
1676638800000,2023-02-17 13:00:00,1INCH/USD,0.5543,0.5546,0.5526,0.5526,41.001404,22.6573758504
1676635200000,2023-02-17 12:00:00,1INCH/USD,0.5519,0.5544,0.5518,0.5543,36.020845,19.9663543835
1676631600000,2023-02-17 11:00:00,1INCH/USD,0.5524,0.5544,0.5518,0.5519,159.170139,87.84599971409999
1676628000000,2023-02-17 10:00:00,1INCH/USD,0.5501,0.5524,0.5501,0.5524,3.240473,1.7900372852000002
1676624400000,2023-02-17 09:00:00,1INCH/USD,0.5524,0.5524,0.5501,0.5501,3.362644,1.8497904644
1676620800000,2023-02-17 08:00:00,1INCH/USD,0.55,0.5524,0.55,0.5524,36.503464,20.1645135136
1676617200000,2023-02-17 07:00:00,1INCH/USD,0.5524,0.5524,0.55,0.55,6.126919,3.3698054500000003
1676613600000,2023-02-17 06:00:00,1INCH/USD,0.5459,0.5524,0.5459,0.5524,16857.964619,9312.3396555356
1676610000000,2023-02-17 05:00:00,1INCH/USD,0.5508,0.5509,0.5457,0.5459,27564.459346,15047.438356981402
1676606400000,2023-02-17 04:00:00,1INCH/USD,0.5517,0.5529,0.5508,0.5508,236.710044,130.3798922352
1676602800000,2023-02-17 03:00:00,1INCH/USD,0.5492,0.5517,0.5492,0.5517,3.886589,2.1442311512999996
1676599200000,2023-02-17 02:00:00,1INCH/USD,0.55,0.5519,0.548,0.5492,106.591301,58.5399425092
1676595600000,2023-02-17 01:00:00,1INCH/USD,0.5467,0.55,0.5467,0.55,19.392423,10.66583265
1676592000000,2023-02-17 00:00:00,1INCH/USD,0.541,0.55,0.5386,0.5467,1390.791444,760.3456824347999
1676588400000,2023-02-16 23:00:00,1INCH/USD,0.5418,0.5425,0.541,0.541,132.808966,71.849650606
1676584800000,2023-02-16 22:00:00,1INCH/USD,0.5511,0.5511,0.5418,0.5418,861.299851,466.65225927179995
1676581200000,2023-02-16 21:00:00,1INCH/USD,0.5567,0.5567,0.5484,0.5511,2526.694875,1392.4615456125002
1676577600000,2023-02-16 20:00:00,1INCH/USD,0.5638,0.5638,0.5549,0.5567,692.379321,385.44756800069996
1676574000000,2023-02-16 19:00:00,1INCH/USD,0.567,0.5678,0.5552,0.5638,1473.033036,830.4960256968
1676570400000,2023-02-16 18:00:00,1INCH/USD,0.5685,0.5703,0.5606,0.567,522.757166,296.403313122
1676566800000,2023-02-16 17:00:00,1INCH/USD,0.5676,0.5726,0.5639,0.5685,640.768947,364.27714636950003
1676563200000,2023-02-16 16:00:00,1INCH/USD,0.5646,0.5677,0.5581,0.5676,821.723448,466.4102290848
1676559600000,2023-02-16 15:00:00,1INCH/USD,0.559,0.5646,0.5526,0.5646,241.399699,136.2942700554
1676556000000,2023-02-16 14:00:00,1INCH/USD,0.5527,0.5591,0.5525,0.559,6.51988,3.64461292
1676552400000,2023-02-16 13:00:00,1INCH/USD,0.5648,0.567,0.5527,0.5527,716.039464,395.75501175279993
1676548800000,2023-02-16 12:00:00,1INCH/USD,0.561,0.5648,0.5606,0.5648,5.334109,3.0127047632
1676545200000,2023-02-16 11:00:00,1INCH/USD,0.5621,0.5676,0.5609,0.561,15.213568,8.534811648000002
1676541600000,2023-02-16 10:00:00,1INCH/USD,0.5645,0.5677,0.561,0.5621,6.704001,3.7683189621000004
1676538000000,2023-02-16 09:00:00,1INCH/USD,0.561,0.5677,0.5609,0.5645,257.859628,145.561760006
1676534400000,2023-02-16 08:00:00,1INCH/USD,0.5608,0.5676,0.5608,0.561,32.572815,18.273349215
1676530800000,2023-02-16 07:00:00,1INCH/USD,0.5643,0.5684,0.5606,0.5608,19.785391,11.095647272799999
1676527200000,2023-02-16 06:00:00,1INCH/USD,0.5656,0.5691,0.5626,0.5643,10.87851,6.138743193000001
1676523600000,2023-02-16 05:00:00,1INCH/USD,0.5612,0.5677,0.5612,0.5656,5.453152,3.0843027712
1676520000000,2023-02-16 04:00:00,1INCH/USD,0.5681,0.5681,0.5581,0.5612,586.787605,329.305203926
1676516400000,2023-02-16 03:00:00,1INCH/USD,0.564,0.5712,0.564,0.5681,722.529179,410.46882658990006
1676512800000,2023-02-16 02:00:00,1INCH/USD,0.5667,0.5705,0.561,0.564,43933.58813,24778.543705319997
1676509200000,2023-02-16 01:00:00,1INCH/USD,0.561,0.5667,0.561,0.5667,12.340241,6.9932145747000005
1676505600000,2023-02-16 00:00:00,1INCH/USD,0.5601,0.5667,0.56,0.561,788.768312,442.4990230320001
1676502000000,2023-02-15 23:00:00,1INCH/USD,0.56,0.5601,0.56,0.5601,21.49608,12.039954408
1676498400000,2023-02-15 22:00:00,1INCH/USD,0.5499,0.5629,0.5296,0.56,6646.709223,3722.1571648800004
1676494800000,2023-02-15 21:00:00,1INCH/USD,0.555,0.5561,0.5498,0.5499,361.733272,198.91712627280003
1676491200000,2023-02-15 20:00:00,1INCH/USD,0.5526,0.555,0.5525,0.555,203.251331,112.80448870500001
1676487600000,2023-02-15 19:00:00,1INCH/USD,0.5479,0.5526,0.5442,0.5526,347.76555,192.17524293
1676484000000,2023-02-15 18:00:00,1INCH/USD,0.5461,0.5479,0.5308,0.5479,1493.118296,818.0795143784002
1676480400000,2023-02-15 17:00:00,1INCH/USD,0.5454,0.5468,0.5414,0.5461,102.113707,55.76429539270001
1676476800000,2023-02-15 16:00:00,1INCH/USD,0.5463,0.5464,0.5434,0.5454,8.274899,4.5131299145999995
1676473200000,2023-02-15 15:00:00,1INCH/USD,0.5415,0.5463,0.54,0.5463,460.633297,251.6439701511
1676469600000,2023-02-15 14:00:00,1INCH/USD,0.5431,0.5452,0.5413,0.5415,281.594903,152.4836399745
1676466000000,2023-02-15 13:00:00,1INCH/USD,0.5439,0.5452,0.5413,0.5431,5.315364,2.8867741884
1676462400000,2023-02-15 12:00:00,1INCH/USD,0.5383,0.5453,0.5383,0.5439,766.761156,417.0413927484
1676458800000,2023-02-15 11:00:00,1INCH/USD,0.5382,0.5383,0.5378,0.5383,10.90689,5.871178887
1676455200000,2023-02-15 10:00:00,1INCH/USD,0.5335,0.5383,0.5332,0.5382,7.505343,4.0393756026
1676451600000,2023-02-15 09:00:00,1INCH/USD,0.5333,0.5383,0.5333,0.5335,3.703595,1.9758679325
1676448000000,2023-02-15 08:00:00,1INCH/USD,0.5383,0.5383,0.5332,0.5333,12.534766,6.6847907077999995
1676444400000,2023-02-15 07:00:00,1INCH/USD,0.5382,0.5383,0.5332,0.5383,26.859967,14.458720236100001
1676440800000,2023-02-15 06:00:00,1INCH/USD,0.5367,0.5383,0.5332,0.5382,4.248904,2.2867601328
1676437200000,2023-02-15 05:00:00,1INCH/USD,0.5367,0.537,0.5328,0.5367,9.992544,5.3629983648
1676433600000,2023-02-15 04:00:00,1INCH/USD,0.5359,0.5368,0.5307,0.5367,9.287633,4.9846726311
1676430000000,2023-02-15 03:00:00,1INCH/USD,0.5306,0.536,0.5305,0.5359,19.017186,10.1913099774
1676426400000,2023-02-15 02:00:00,1INCH/USD,0.5346,0.536,0.5305,0.5306,31.844878,16.8968922668
1676422800000,2023-02-15 01:00:00,1INCH/USD,0.5305,0.536,0.5305,0.5346,24.199306,12.9369489876
1676419200000,2023-02-15 00:00:00,1INCH/USD,0.5359,0.5359,0.5305,0.5305,486.949011,258.3264503355
1676415600000,2023-02-14 23:00:00,1INCH/USD,0.5358,0.5359,0.5307,0.5359,5.280954,2.8300632486000006
1676412000000,2023-02-14 22:00:00,1INCH/USD,0.5305,0.5359,0.5305,0.5358,5.594688,2.9976338304000003
1676408400000,2023-02-14 21:00:00,1INCH/USD,0.5305,0.5359,0.5305,0.5305,3.714076,1.9703173179999998
1676404800000,2023-02-14 20:00:00,1INCH/USD,0.531,0.5359,0.5305,0.5305,45.103318,23.927310199
1676401200000,2023-02-14 19:00:00,1INCH/USD,0.5359,0.5359,0.5305,0.531,14.013121,7.440967251
1676397600000,2023-02-14 18:00:00,1INCH/USD,0.5359,0.5359,0.5306,0.5359,11.090117,5.9431937003
1676394000000,2023-02-14 17:00:00,1INCH/USD,0.5328,0.5359,0.5305,0.5359,46.644469,24.996770937100003
1676390400000,2023-02-14 16:00:00,1INCH/USD,0.5349,0.535,0.5304,0.5328,16.444374,8.761562467200001
1676386800000,2023-02-14 15:00:00,1INCH/USD,0.535,0.5383,0.5296,0.5349,360.074232,192.6037066968
1676383200000,2023-02-14 14:00:00,1INCH/USD,0.5304,0.535,0.5285,0.535,6016.972102,3219.08007457
1676379600000,2023-02-14 13:00:00,1INCH/USD,0.5305,0.5305,0.5251,0.5304,6.589416,3.4950262463999997
1676376000000,2023-02-14 12:00:00,1INCH/USD,0.5279,0.5305,0.525,0.5305,11.422514,6.0596436769999995
1676372400000,2023-02-14 11:00:00,1INCH/USD,0.5305,0.5305,0.525,0.5279,50.259934,26.532219158600004
1676368800000,2023-02-14 10:00:00,1INCH/USD,0.5286,0.5305,0.5284,0.5305,4.71394,2.50074517
1676365200000,2023-02-14 09:00:00,1INCH/USD,0.5276,0.5305,0.525,0.5286,9.376452,4.9563925272
1676361600000,2023-02-14 08:00:00,1INCH/USD,0.5305,0.5305,0.5251,0.5276,9.351048,4.9336129248
1676358000000,2023-02-14 07:00:00,1INCH/USD,0.5261,0.5305,0.5251,0.5305,9.224915,4.893817407499999
1676354400000,2023-02-14 06:00:00,1INCH/USD,0.5259,0.5305,0.5258,0.5261,5.336201,2.8073753461
1676350800000,2023-02-14 05:00:00,1INCH/USD,0.5285,0.5297,0.5258,0.5259,4.551007,2.3933745813000002
1676347200000,2023-02-14 04:00:00,1INCH/USD,0.5259,0.5285,0.5259,0.5285,3.44574,1.8210735899999997
1676343600000,2023-02-14 03:00:00,1INCH/USD,0.5261,0.5294,0.5258,0.5259,14.973242,7.874427967800001
1676340000000,2023-02-14 02:00:00,1INCH/USD,0.5261,0.5297,0.5261,0.5261,4.528572,2.3824817292
1676336400000,2023-02-14 01:00:00,1INCH/USD,0.5262,0.5305,0.5261,0.5261,53.730203,28.267459798300003
1676332800000,2023-02-14 00:00:00,1INCH/USD,0.526,0.5305,0.526,0.5262,184.397767,97.0301049954
1676329200000,2023-02-13 23:00:00,1INCH/USD,0.5259,0.526,0.5258,0.526,42.420493,22.313179318
1676325600000,2023-02-13 22:00:00,1INCH/USD,0.5231,0.5259,0.523,0.5259,63.778224,33.5409680016
1676322000000,2023-02-13 21:00:00,1INCH/USD,0.5282,0.5285,0.5191,0.5231,243.048014,127.1384161234
1676318400000,2023-02-13 20:00:00,1INCH/USD,0.5285,0.5285,0.5223,0.5282,384.570645,203.130214689
1676314800000,2023-02-13 19:00:00,1INCH/USD,0.5285,0.5285,0.5223,0.5285,19.532235,10.3227861975
1676311200000,2023-02-13 18:00:00,1INCH/USD,0.5206,0.5285,0.5203,0.5285,13.305182,7.031788687
1676307600000,2023-02-13 17:00:00,1INCH/USD,0.5227,0.5285,0.5203,0.5206,80.052058,41.675101394799995
1676304000000,2023-02-13 16:00:00,1INCH/USD,0.5251,0.5303,0.5223,0.5227,134.552789,70.3307428103
1676300400000,2023-02-13 15:00:00,1INCH/USD,0.5286,0.5303,0.525,0.5251,13.08826,6.872645326
1676296800000,2023-02-13 14:00:00,1INCH/USD,0.5278,0.5312,0.5229,0.5286,615.979251,325.60663207859994
1676293200000,2023-02-13 13:00:00,1INCH/USD,0.5307,0.5358,0.5277,0.5278,46.728875,24.663500225000003
1676289600000,2023-02-13 12:00:00,1INCH/USD,0.5226,0.5359,0.5194,0.5307,1467.163019,778.6234141832999
1676286000000,2023-02-13 11:00:00,1INCH/USD,0.518,0.5226,0.5122,0.5226,280.803135,146.74771835099997
1676282400000,2023-02-13 10:00:00,1INCH/USD,0.5179,0.518,0.5127,0.518,24.633804,12.760310472
1676278800000,2023-02-13 09:00:00,1INCH/USD,0.5205,0.5217,0.5118,0.5179,1032.653503,534.8112492037001
1676275200000,2023-02-13 08:00:00,1INCH/USD,0.53,0.53,0.5204,0.5205,73.306269,38.155913014499994
1676271600000,2023-02-13 07:00:00,1INCH/USD,0.5251,0.53,0.5251,0.53,4.678384,2.4795435200000004
1676268000000,2023-02-13 06:00:00,1INCH/USD,0.525,0.53,0.5213,0.5251,24.823104,13.0346119104
1676264400000,2023-02-13 05:00:00,1INCH/USD,0.525,0.525,0.5204,0.525,6.368101,3.343253025
1676260800000,2023-02-13 04:00:00,1INCH/USD,0.525,0.525,0.5241,0.525,7.22468,3.7929570000000004
1676257200000,2023-02-13 03:00:00,1INCH/USD,0.5205,0.525,0.5204,0.525,9.890493,5.192508825
1676253600000,2023-02-13 02:00:00,1INCH/USD,0.5204,0.525,0.5203,0.5205,10.338696,5.381291268
1676250000000,2023-02-13 01:00:00,1INCH/USD,0.5304,0.5304,0.5204,0.5204,33.561255,17.465277102
1676246400000,2023-02-13 00:00:00,1INCH/USD,0.5277,0.534,0.5197,0.5304,22933.853746,12164.1160268784
1676242800000,2023-02-12 23:00:00,1INCH/USD,0.5317,0.5341,0.5277,0.5277,446.862194,235.80917977379997
1676239200000,2023-02-12 22:00:00,1INCH/USD,0.5277,0.5317,0.5224,0.5317,3793.862073,2017.1964642140997
1676235600000,2023-02-12 21:00:00,1INCH/USD,0.5395,0.5395,0.5277,0.5277,1033.080433,545.1565444941
1676232000000,2023-02-12 20:00:00,1INCH/USD,0.5436,0.5447,0.5334,0.5395,180.553,97.4083435
1676228400000,2023-02-12 19:00:00,1INCH/USD,0.5388,0.5441,0.535,0.5436,59.11174,32.133141863999995
1676224800000,2023-02-12 18:00:00,1INCH/USD,0.5422,0.5434,0.5361,0.5388,73.51767,39.61132059599999
1676221200000,2023-02-12 17:00:00,1INCH/USD,0.5417,0.5422,0.5359,0.5422,8.57103,4.647212466
1676217600000,2023-02-12 16:00:00,1INCH/USD,0.54,0.5417,0.5359,0.5417,172.002817,93.1739259689
1676214000000,2023-02-12 15:00:00,1INCH/USD,0.5395,0.54,0.536,0.54,5.94023,3.2077242
1676210400000,2023-02-12 14:00:00,1INCH/USD,0.538,0.5395,0.5331,0.5395,10.440825,5.6328250875
1676206800000,2023-02-12 13:00:00,1INCH/USD,0.5385,0.5402,0.5331,0.538,191.505476,103.029946088
1676203200000,2023-02-12 12:00:00,1INCH/USD,0.5389,0.5424,0.5385,0.5385,4.874072,2.6246877719999997
1676199600000,2023-02-12 11:00:00,1INCH/USD,0.536,0.5423,0.5359,0.5389,144.138148,77.67604795720001
1676196000000,2023-02-12 10:00:00,1INCH/USD,0.5365,0.5407,0.5359,0.536,459.887546,246.499724656
1676192400000,2023-02-12 09:00:00,1INCH/USD,0.5368,0.5368,0.5332,0.5365,5.118636,2.746148214
1676188800000,2023-02-12 08:00:00,1INCH/USD,0.5367,0.5368,0.5305,0.5368,7.490967,4.021151085600001
1676185200000,2023-02-12 07:00:00,1INCH/USD,0.5359,0.5367,0.5305,0.5367,7.070212,3.7945827803999994
1676181600000,2023-02-12 06:00:00,1INCH/USD,0.5344,0.536,0.5307,0.5359,9.339126,5.0048376234
1676178000000,2023-02-12 05:00:00,1INCH/USD,0.5337,0.5367,0.5304,0.5344,8.981966,4.7999626304
1676174400000,2023-02-12 04:00:00,1INCH/USD,0.5364,0.5367,0.5304,0.5337,74.503839,39.76269887429999
1676170800000,2023-02-12 03:00:00,1INCH/USD,0.5331,0.5367,0.5321,0.5364,4.700996,2.5216142543999998
1676167200000,2023-02-12 02:00:00,1INCH/USD,0.5367,0.5367,0.5321,0.5331,5.849021,3.1181130951
1676163600000,2023-02-12 01:00:00,1INCH/USD,0.5387,0.5387,0.5321,0.5367,20.883772,11.208320432399999
1676160000000,2023-02-12 00:00:00,1INCH/USD,0.5394,0.5397,0.5358,0.5387,192.238588,103.55892735559999
1676156400000,2023-02-11 23:00:00,1INCH/USD,0.5395,0.5395,0.5332,0.5394,10.198513,5.5010779122
1676152800000,2023-02-11 22:00:00,1INCH/USD,0.5349,0.5395,0.5348,0.5395,6.867713,3.7051311635
1676149200000,2023-02-11 21:00:00,1INCH/USD,0.5341,0.5395,0.5305,0.5349,24.651792,13.186243540800001
1676145600000,2023-02-11 20:00:00,1INCH/USD,0.5325,0.5367,0.5304,0.5341,7.697637,4.1113079217
1676142000000,2023-02-11 19:00:00,1INCH/USD,0.5304,0.5357,0.5304,0.5325,183.235168,97.57272695999998
1676138400000,2023-02-11 18:00:00,1INCH/USD,0.5332,0.5398,0.5278,0.5304,1915.489014,1015.9753730256
1676134800000,2023-02-11 17:00:00,1INCH/USD,0.5313,0.534,0.5278,0.5332,375.465109,200.1979961188
1676131200000,2023-02-11 16:00:00,1INCH/USD,0.5359,0.5359,0.5258,0.5313,50.355555,26.7539063715
1676127600000,2023-02-11 15:00:00,1INCH/USD,0.5358,0.5359,0.5304,0.5359,12.590967,6.7474992153
1676124000000,2023-02-11 14:00:00,1INCH/USD,0.5311,0.5358,0.5278,0.5358,109.811874,58.837202089200005
1676120400000,2023-02-11 13:00:00,1INCH/USD,0.53,0.5331,0.5299,0.5311,133.924022,71.12704808420001
1676116800000,2023-02-11 12:00:00,1INCH/USD,0.5312,0.5359,0.5,0.53,13988.431502,7413.86869606
1676113200000,2023-02-11 11:00:00,1INCH/USD,0.5277,0.534,0.5277,0.5312,6.018435,3.196992672
1676109600000,2023-02-11 10:00:00,1INCH/USD,0.5279,0.5332,0.5277,0.5277,4.189377,2.2107342429
1676106000000,2023-02-11 09:00:00,1INCH/USD,0.5312,0.534,0.5277,0.5279,460.23476,242.957929804
1676102400000,2023-02-11 08:00:00,1INCH/USD,0.5312,0.5313,0.5259,0.5312,9.410809,4.9990217408
1676098800000,2023-02-11 07:00:00,1INCH/USD,0.5303,0.5313,0.5285,0.5312,7.216615,3.833465888
1676095200000,2023-02-11 06:00:00,1INCH/USD,0.5278,0.534,0.5258,0.5303,6.712505,3.5596414015
1676091600000,2023-02-11 05:00:00,1INCH/USD,0.534,0.534,0.5277,0.5278,9.024046,4.7628914788
1676088000000,2023-02-11 04:00:00,1INCH/USD,0.534,0.534,0.5278,0.534,8.798993,4.698662262
1676084400000,2023-02-11 03:00:00,1INCH/USD,0.5313,0.5341,0.5278,0.534,33.399039,17.835086826
1676080800000,2023-02-11 02:00:00,1INCH/USD,0.5277,0.5313,0.5259,0.5313,11.907735,6.3265796055
1676077200000,2023-02-11 01:00:00,1INCH/USD,0.5302,0.5341,0.5251,0.5277,225.940021,119.2285490817
1676073600000,2023-02-11 00:00:00,1INCH/USD,0.5292,0.5305,0.5251,0.5302,9.022249,4.7835964198
1676070000000,2023-02-10 23:00:00,1INCH/USD,0.5291,0.5305,0.525,0.5292,150.093137,79.4292881004
1676066400000,2023-02-10 22:00:00,1INCH/USD,0.5305,0.5305,0.5275,0.5291,18.512029,9.7947145439
1676062800000,2023-02-10 21:00:00,1INCH/USD,0.5359,0.5402,0.5195,0.5305,902.696336,478.880406248
1676059200000,2023-02-10 20:00:00,1INCH/USD,0.5402,0.5403,0.5358,0.5359,7.479762,4.0084044558
1676055600000,2023-02-10 19:00:00,1INCH/USD,0.5355,0.5402,0.5305,0.5402,605.335549,327.0022635698
1676052000000,2023-02-10 18:00:00,1INCH/USD,0.5351,0.5355,0.5306,0.5355,6.695925,3.5856678375
1676048400000,2023-02-10 17:00:00,1INCH/USD,0.5279,0.5351,0.5277,0.5351,105.930005,56.6831456755
1676044800000,2023-02-10 16:00:00,1INCH/USD,0.525,0.5331,0.525,0.5279,153.645591,81.10950748890001
1676041200000,2023-02-10 15:00:00,1INCH/USD,0.5313,0.5355,0.5248,0.525,314.551593,165.139586325
1676037600000,2023-02-10 14:00:00,1INCH/USD,0.5286,0.5355,0.5251,0.5313,230.142597,122.2747617861
1676034000000,2023-02-10 13:00:00,1INCH/USD,0.5285,0.5286,0.528,0.5286,7.873073,4.1617063878
1676030400000,2023-02-10 12:00:00,1INCH/USD,0.5243,0.5285,0.5243,0.5285,7.123618,3.7648321129999998
1676026800000,2023-02-10 11:00:00,1INCH/USD,0.5307,0.5313,0.5243,0.5243,484.825802,254.1941679886
1676023200000,2023-02-10 10:00:00,1INCH/USD,0.5347,0.5349,0.5256,0.5307,123.457816,65.51906295119998
1676019600000,2023-02-10 09:00:00,1INCH/USD,0.5348,0.5348,0.5305,0.5347,10.295715,5.505118810499999
1676016000000,2023-02-10 08:00:00,1INCH/USD,0.5307,0.535,0.5304,0.5348,3.78688,2.025223424
1676012400000,2023-02-10 07:00:00,1INCH/USD,0.5286,0.5345,0.5251,0.5307,378.789888,201.0237935616
1676008800000,2023-02-10 06:00:00,1INCH/USD,0.5259,0.5286,0.525,0.5286,9.775025,5.167078214999999
1676005200000,2023-02-10 05:00:00,1INCH/USD,0.525,0.5259,0.525,0.5259,7.138992,3.7543958928000003
1676001600000,2023-02-10 04:00:00,1INCH/USD,0.5269,0.5285,0.5204,0.525,162.477505,85.300690125
1675998000000,2023-02-10 03:00:00,1INCH/USD,0.53,0.53,0.5225,0.5269,350.173036,184.5061726684
1675994400000,2023-02-10 02:00:00,1INCH/USD,0.5278,0.5324,0.5278,0.53,6.662569,3.5311615700000005
1675990800000,2023-02-10 01:00:00,1INCH/USD,0.5243,0.5341,0.5243,0.5278,163.538698,86.31572480440002
1675987200000,2023-02-10 00:00:00,1INCH/USD,0.5228,0.5307,0.5224,0.5243,492.771294,258.3599894442
1675983600000,2023-02-09 23:00:00,1INCH/USD,0.5145,0.5266,0.5145,0.5228,1137.843856,594.8647679168
1675980000000,2023-02-09 22:00:00,1INCH/USD,0.5224,0.5303,0.5106,0.5145,1667.667549,858.0149539605
1675976400000,2023-02-09 21:00:00,1INCH/USD,0.5286,0.5286,0.5224,0.5224,162.325172,84.7986698528
